product_id,product_name,category,subcategory,brand,price,cost_price,launch_date,is_active
PRD00600,Appliances Item 600,Home & Kitchen,Appliances,Puma,25858.18,13630.77,2023-07-20,1
PRD00601,Fitness Equipment Item 601,Sports & Fitness,Fitness Equipment,Prestige,345.73,190.16,2019-05-25,1
PRD00602,Footwear Item 602,Fashion,Footwear,Decathlon,3494.32,1644.96,2019-11-15,1
PRD00603,Womens Wear Item 603,Fashion,Womens Wear,Decathlon,5924.21,3323.02,2022-01-21,0
PRD00604,Kids Wear Item 604,Fashion,Kids Wear,Puma,1946.27,1397.21,2023-05-03,1
PRD00605,Womens Wear Item 605,Fashion,Womens Wear,Nestlé,2068.71,1466.31,2019-07-27,1
PRD00606,Cookware Item 606,Home & Kitchen,Cookware,Adidas,16156.21,11697.64,2019-03-15,1
PRD00607,Mens Wear Item 607,Fashion,Mens Wear,Decathlon,2206.25,1646.92,2022-11-22,1
PRD00608,Cycling Item 608,Sports & Fitness,Cycling,Nike,9144.83,5289.14,2019-08-16,1
PRD00609,Beverages Item 609,Grocery,Beverages,Sony,624.32,284.33,2023-07-04,1
PRD00610,Mens Wear Item 610,Fashion,Mens Wear,Nestlé,2164.81,1318.26,2022-07-21,0
PRD00611,Staples Item 611,Grocery,Staples,Whirlpool,77.1,34.7,2020-03-04,1
PRD00612,Dairy Item 612,Grocery,Dairy,Himalaya,482.55,299.25,2020-04-30,0
PRD00613,Accessories Item 613,Fashion,Accessories,Adidas,2691.44,1989.37,2023-08-13,1
PRD00614,Nutrition Item 614,Sports & Fitness,Nutrition,Nike,10612.22,4890.77,2019-11-14,0
PRD00615,Tablets Item 615,Electronics,Tablets,Whirlpool,69143.36,38704.78,2019-07-06,1
PRD00616,Snacks Item 616,Grocery,Snacks,IKEA,1887.18,1249.25,2022-01-27,1
PRD00617,Footwear Item 617,Fashion,Footwear,Sony,5519.79,4078.22,2022-06-03,1
PRD00618,Staples Item 618,Grocery,Staples,Prestige,765.1,348.77,2021-05-12,1
PRD00619,Footwear Item 619,Fashion,Footwear,LG,5068.98,3501.49,2019-12-26,1
PRD00620,Furniture Item 620,Home & Kitchen,Furniture,IKEA,8929.3,4548.67,2020-05-05,1
PRD00621,Smartphones Item 621,Electronics,Smartphones,Adidas,934.45,699.66,2021-04-03,0
PRD00622,Furniture Item 622,Home & Kitchen,Furniture,Decathlon,28109.32,15434.61,2023-12-28,1
PRD00623,Accessories Item 623,Fashion,Accessories,Decathlon,1225.93,690.61,2020-04-08,1
PRD00624,Decor Item 624,Home & Kitchen,Decor,Sony,20634.34,11807.41,2019-01-18,1
PRD00625,Womens Wear Item 625,Fashion,Womens Wear,Samsung,2264.17,1058.64,2021-11-23,1
PRD00626,Personal Care Item 626,Grocery,Personal Care,LG,1798.29,1013.94,2020-12-24,1
PRD00627,Dairy Item 627,Grocery,Dairy,Adidas,1458.68,1037.68,2020-06-29,1
PRD00628,Fitness Equipment Item 628,Sports & Fitness,Fitness Equipment,Himalaya,2690.25,1500.79,2022-06-28,1
PRD00629,Kids Wear Item 629,Fashion,Kids Wear,Titan,1863.05,1132.79,2021-02-03,1
PRD00630,Accessories Item 630,Electronics,Accessories,Titan,52943.18,25440.59,2022-01-14,1
PRD00631,Beverages Item 631,Grocery,Beverages,Apple,1327.57,761.39,2020-07-19,1
PRD00632,Accessories Item 632,Fashion,Accessories,Whirlpool,4849.71,2750.88,2022-12-06,0
PRD00633,Audio Item 633,Electronics,Audio,Decathlon,19142.62,9207.86,2019-09-30,0
PRD00634,Storage Item 634,Home & Kitchen,Storage,Whirlpool,2933.75,1739.15,2020-10-13,1
PRD00635,Beverages Item 635,Grocery,Beverages,Puma,1321.1,784.78,2022-06-10,1
PRD00636,Footwear Item 636,Fashion,Footwear,Decathlon,836.27,598.53,2021-05-17,1
PRD00637,Furniture Item 637,Home & Kitchen,Furniture,Samsung,12183.38,6137.85,2021-09-10,0
PRD00638,Sportswear Item 638,Sports & Fitness,Sportswear,Adidas,11993.35,6984.71,2021-01-31,1
PRD00639,Nutrition Item 639,Sports & Fitness,Nutrition,Apple,14547.7,9970.43,2023-06-12,1
PRD00640,Dairy Item 640,Grocery,Dairy,Adidas,1663.78,1070.35,2022-04-16,1
PRD00641,Staples Item 641,Grocery,Staples,Nestlé,1037.13,533.56,2021-08-29,1
PRD00642,Snacks Item 642,Grocery,Snacks,Whirlpool,688.74,473.91,2019-12-09,1
PRD00643,Accessories Item 643,Fashion,Accessories,Nike,6923.95,3937.81,2019-11-07,1
PRD00644,Tablets Item 644,Electronics,Tablets,Himalaya,8620.45,5679.73,2019-03-13,1
PRD00645,Personal Care Item 645,Grocery,Personal Care,IKEA,1654.11,1192.5,2019-02-09,1
PRD00646,Personal Care Item 646,Grocery,Personal Care,Adidas,1610.09,998.08,2020-12-01,1
PRD00647,Outdoor Item 647,Sports & Fitness,Outdoor,Titan,5163.01,3539.35,2020-09-10,1
PRD00648,Laptops Item 648,Electronics,Laptops,Whirlpool,72630.98,33666.4,2023-07-28,1
PRD00649,Kids Wear Item 649,Fashion,Kids Wear,Sony,3659.52,2562.55,2023-05-29,1
PRD00650,Tablets Item 650,Electronics,Tablets,Titan,21719.17,12839.11,2020-07-24,1
PRD00651,Staples Item 651,Grocery,Staples,Nestlé,736.3,469.65,2021-06-18,1
PRD00652,Kids Wear Item 652,Fashion,Kids Wear,Prestige,6944.88,3360.84,2023-05-20,1
PRD00653,Staples Item 653,Grocery,Staples,Nike,1492.22,881.37,2020-09-01,1
PRD00654,Tablets Item 654,Electronics,Tablets,Nike,12716.75,7687.0,2021-12-04,1
PRD00655,Smartphones Item 655,Electronics,Smartphones,LG,19939.11,12985.31,2023-06-16,1
PRD00656,Decor Item 656,Home & Kitchen,Decor,Adidas,28704.88,13689.06,2021-11-08,1
PRD00657,Tablets Item 657,Electronics,Tablets,IKEA,43662.48,25541.41,2021-07-08,1
PRD00658,Womens Wear Item 658,Fashion,Womens Wear,Adidas,6844.9,4185.76,2021-01-12,1
PRD00659,Personal Care Item 659,Grocery,Personal Care,Prestige,498.18,224.42,2023-09-19,1
PRD00660,Outdoor Item 660,Sports & Fitness,Outdoor,LG,6892.31,5076.69,2022-06-29,1
PRD00661,Smartphones Item 661,Electronics,Smartphones,Titan,11919.82,7055.96,2023-11-23,1
PRD00662,Tablets Item 662,Electronics,Tablets,IKEA,58922.11,28580.97,2019-01-05,1
PRD00663,Nutrition Item 663,Sports & Fitness,Nutrition,Sony,3146.42,1459.55,2022-12-03,1
PRD00664,Nutrition Item 664,Sports & Fitness,Nutrition,Whirlpool,6861.41,4406.49,2023-11-10,1
PRD00665,Personal Care Item 665,Grocery,Personal Care,Himalaya,1314.97,694.33,2021-12-03,1
PRD00666,Furniture Item 666,Home & Kitchen,Furniture,Prestige,23655.73,17007.09,2022-04-15,1
PRD00667,Mens Wear Item 667,Fashion,Mens Wear,Whirlpool,7321.42,4706.57,2020-02-23,1
PRD00668,Accessories Item 668,Electronics,Accessories,Whirlpool,72194.19,48923.6,2023-09-14,1
PRD00669,Nutrition Item 669,Sports & Fitness,Nutrition,Sony,6664.3,4221.21,2019-04-25,1
PRD00670,Laptops Item 670,Electronics,Laptops,Puma,4936.62,2474.88,2019-08-20,1
PRD00671,Staples Item 671,Grocery,Staples,Prestige,1568.27,1155.61,2020-04-14,1
PRD00672,Audio Item 672,Electronics,Audio,LG,54267.51,26646.47,2020-12-12,1
PRD00673,Audio Item 673,Electronics,Audio,Adidas,7212.71,3537.92,2022-12-18,0
PRD00674,Fitness Equipment Item 674,Sports & Fitness,Fitness Equipment,Puma,14674.3,8481.21,2020-11-03,1
PRD00675,Kids Wear Item 675,Fashion,Kids Wear,Whirlpool,4566.79,2439.54,2021-08-27,1
PRD00676,Personal Care Item 676,Grocery,Personal Care,LG,250.37,181.46,2022-02-22,0
PRD00677,Outdoor Item 677,Sports & Fitness,Outdoor,Decathlon,10746.5,4991.95,2022-06-13,1
PRD00678,Sportswear Item 678,Sports & Fitness,Sportswear,Whirlpool,4099.91,2885.76,2019-06-28,1
PRD00679,Personal Care Item 679,Grocery,Personal Care,Decathlon,864.28,515.35,2021-10-28,1
PRD00680,Personal Care Item 680,Grocery,Personal Care,Prestige,1277.61,611.3,2021-08-02,1
PRD00681,Cookware Item 681,Home & Kitchen,Cookware,Adidas,9987.31,5349.29,2023-05-08,1
PRD00682,Cycling Item 682,Sports & Fitness,Cycling,Bata,10178.04,7204.02,2022-06-09,1
PRD00683,Appliances Item 683,Home & Kitchen,Appliances,Prestige,24155.91,13682.79,2022-12-22,0
PRD00684,Outdoor Item 684,Sports & Fitness,Outdoor,Titan,9793.5,4897.89,2019-10-25,1
PRD00685,Audio Item 685,Electronics,Audio,Adidas,58084.76,37711.29,2019-02-21,0
PRD00686,Appliances Item 686,Home & Kitchen,Appliances,Prestige,14764.31,6994.68,2022-07-07,0
PRD00687,Mens Wear Item 687,Fashion,Mens Wear,Himalaya,7635.34,4324.12,2021-06-18,1
PRD00688,Womens Wear Item 688,Fashion,Womens Wear,Sony,837.94,459.73,2020-09-11,1
PRD00689,Laptops Item 689,Electronics,Laptops,Nike,12570.88,8994.52,2019-09-13,1
PRD00690,Beverages Item 690,Grocery,Beverages,Titan,1530.34,935.61,2019-09-16,1
PRD00691,Audio Item 691,Electronics,Audio,Adidas,45422.91,30528.46,2023-11-22,0
PRD00692,Smartphones Item 692,Electronics,Smartphones,Nike,39422.62,17756.21,2023-09-13,1
PRD00693,Sportswear Item 693,Sports & Fitness,Sportswear,Himalaya,13215.08,7564.39,2020-02-03,1
PRD00694,Cookware Item 694,Home & Kitchen,Cookware,Whirlpool,26373.68,14473.65,2020-10-02,1
PRD00695,Cycling Item 695,Sports & Fitness,Cycling,Adidas,11433.62,5196.58,2020-05-15,1
PRD00696,Dairy Item 696,Grocery,Dairy,Nike,1015.04,650.57,2023-05-15,1
PRD00697,Kids Wear Item 697,Fashion,Kids Wear,IKEA,2299.0,1508.21,2019-04-21,1
PRD00698,Nutrition Item 698,Sports & Fitness,Nutrition,Sony,4480.06,2762.9,2021-04-30,1
PRD00699,Cookware Item 699,Home & Kitchen,Cookware,Adidas,24883.88,14319.16,2019-05-12,1
PRD00700,Cookware Item 700,Home & Kitchen,Cookware,Prestige,9457.63,5925.92,2019-09-07,1
PRD00701,Tablets Item 701,Electronics,Tablets,LG,72086.02,45065.11,2019-06-11,1
PRD00702,Kids Wear Item 702,Fashion,Kids Wear,Decathlon,1867.22,1333.43,2021-11-24,0
PRD00703,Accessories Item 703,Electronics,Accessories,IKEA,37749.84,27870.94,2021-08-20,1
PRD00704,Laptops Item 704,Electronics,Laptops,LG,60956.2,31473.13,2019-06-24,1
PRD00705,Laptops Item 705,Electronics,Laptops,Samsung,44870.39,27376.22,2023-02-17,0
PRD00706,Outdoor Item 706,Sports & Fitness,Outdoor,Whirlpool,2807.68,1595.88,2022-08-22,1
PRD00707,Accessories Item 707,Fashion,Accessories,Samsung,4967.76,2873.38,2019-10-23,1
PRD00708,Audio Item 708,Electronics,Audio,Samsung,39305.15,22123.31,2020-03-30,1
PRD00709,Footwear Item 709,Fashion,Footwear,Himalaya,3838.12,2680.98,2021-10-20,1
PRD00710,Appliances Item 710,Home & Kitchen,Appliances,Sony,15330.86,10870.56,2019-03-27,1
PRD00711,Beverages Item 711,Grocery,Beverages,Apple,1022.04,663.55,2019-04-27,1
PRD00712,Staples Item 712,Grocery,Staples,LG,82.61,59.07,2022-08-08,1
PRD00713,Dairy Item 713,Grocery,Dairy,LG,789.29,552.23,2021-03-29,1
PRD00714,Laptops Item 714,Electronics,Laptops,Adidas,21880.53,10850.3,2020-08-08,1
PRD00715,Mens Wear Item 715,Fashion,Mens Wear,LG,7862.0,4594.54,2019-02-12,1
PRD00716,Appliances Item 716,Home & Kitchen,Appliances,Bata,5145.49,2982.08,2023-07-24,1
PRD00717,Smartphones Item 717,Electronics,Smartphones,Nike,11896.56,7069.14,2021-01-30,1
PRD00718,Storage Item 718,Home & Kitchen,Storage,Samsung,6229.23,3127.52,2020-04-19,1
PRD00719,Smartphones Item 719,Electronics,Smartphones,Prestige,31788.81,14491.98,2023-04-06,1
PRD00720,Kids Wear Item 720,Fashion,Kids Wear,Nestlé,1565.82,737.56,2020-11-07,1
PRD00721,Mens Wear Item 721,Fashion,Mens Wear,Whirlpool,7288.65,3855.51,2020-07-19,1
PRD00722,Storage Item 722,Home & Kitchen,Storage,Titan,10439.27,5419.98,2019-08-20,1
PRD00723,Kids Wear Item 723,Fashion,Kids Wear,Titan,2760.32,1787.74,2021-11-08,1
PRD00724,Laptops Item 724,Electronics,Laptops,Titan,55132.05,26688.11,2019-07-05,0
PRD00725,Laptops Item 725,Electronics,Laptops,Puma,53974.09,29526.33,2020-09-23,1
PRD00726,Furniture Item 726,Home & Kitchen,Furniture,Adidas,5071.79,3444.17,2022-06-09,1
PRD00727,Audio Item 727,Electronics,Audio,Titan,31581.69,19156.84,2021-11-23,1
PRD00728,Tablets Item 728,Electronics,Tablets,LG,3509.81,2268.69,2023-12-17,1
PRD00729,Footwear Item 729,Fashion,Footwear,IKEA,2123.46,1588.01,2019-08-04,1
PRD00730,Sportswear Item 730,Sports & Fitness,Sportswear,Adidas,6367.08,3885.66,2022-05-24,1
PRD00731,Kids Wear Item 731,Fashion,Kids Wear,Nestlé,5346.7,3226.52,2022-11-07,1
PRD00732,Accessories Item 732,Fashion,Accessories,Bata,4798.53,3287.0,2022-04-07,1
PRD00733,Personal Care Item 733,Grocery,Personal Care,Puma,1755.06,1175.43,2020-06-14,1
PRD00734,Nutrition Item 734,Sports & Fitness,Nutrition,Samsung,1107.22,654.47,2022-04-21,1
PRD00735,Nutrition Item 735,Sports & Fitness,Nutrition,LG,1154.46,555.79,2023-06-18,1
PRD00736,Dairy Item 736,Grocery,Dairy,Bata,45.26,31.67,2021-04-19,1
PRD00737,Cookware Item 737,Home & Kitchen,Cookware,Adidas,27546.12,14248.99,2022-02-11,1
PRD00738,Outdoor Item 738,Sports & Fitness,Outdoor,Whirlpool,2476.62,1361.9,2020-08-29,1
PRD00739,Personal Care Item 739,Grocery,Personal Care,Samsung,896.97,649.63,2019-01-16,1
PRD00740,Audio Item 740,Electronics,Audio,Puma,32619.85,15654.24,2019-07-15,1
PRD00741,Audio Item 741,Electronics,Audio,Himalaya,1519.77,913.16,2022-05-08,1
PRD00742,Audio Item 742,Electronics,Audio,Adidas,27889.21,15382.52,2023-06-08,1
PRD00743,Storage Item 743,Home & Kitchen,Storage,Himalaya,19010.15,9397.17,2023-05-05,1
PRD00744,Beverages Item 744,Grocery,Beverages,Bata,58.65,34.89,2020-12-29,0
PRD00745,Storage Item 745,Home & Kitchen,Storage,Himalaya,17297.25,7982.0,2019-10-20,1
PRD00746,Decor Item 746,Home & Kitchen,Decor,Prestige,17992.22,11294.3,2021-09-11,1
PRD00747,Cycling Item 747,Sports & Fitness,Cycling,Prestige,6428.98,3223.47,2020-07-28,1
PRD00748,Audio Item 748,Electronics,Audio,Adidas,7330.05,4808.34,2023-10-27,1
PRD00749,Kids Wear Item 749,Fashion,Kids Wear,Bata,1182.0,861.42,2021-11-29,1
PRD00750,Accessories Item 750,Electronics,Accessories,LG,69865.93,43111.76,2021-09-19,1
PRD00751,Beverages Item 751,Grocery,Beverages,Titan,1138.34,811.11,2022-06-03,1
PRD00752,Beverages Item 752,Grocery,Beverages,Nestlé,694.95,367.89,2021-01-04,1
PRD00753,Storage Item 753,Home & Kitchen,Storage,Adidas,16881.64,11666.74,2022-03-06,1
PRD00754,Decor Item 754,Home & Kitchen,Decor,Puma,16664.89,10481.26,2019-11-17,1
PRD00755,Mens Wear Item 755,Fashion,Mens Wear,Puma,4568.28,2940.23,2022-01-05,1
PRD00756,Footwear Item 756,Fashion,Footwear,IKEA,6149.85,3943.49,2019-01-11,1
PRD00757,Footwear Item 757,Fashion,Footwear,Apple,7558.09,4563.38,2021-07-19,1
PRD00758,Accessories Item 758,Electronics,Accessories,LG,42257.72,22769.29,2021-04-23,0
PRD00759,Personal Care Item 759,Grocery,Personal Care,Titan,1134.37,524.5,2020-04-04,1
PRD00760,Womens Wear Item 760,Fashion,Womens Wear,Samsung,4605.73,2628.46,2021-08-26,1
PRD00761,Furniture Item 761,Home & Kitchen,Furniture,Samsung,2883.38,2088.54,2023-01-17,1
PRD00762,Snacks Item 762,Grocery,Snacks,Nike,1324.71,911.98,2023-02-08,1
PRD00763,Womens Wear Item 763,Fashion,Womens Wear,Apple,7018.82,4346.69,2023-08-29,1
PRD00764,Laptops Item 764,Electronics,Laptops,Decathlon,21688.01,12127.28,2023-12-06,1
PRD00765,Cookware Item 765,Home & Kitchen,Cookware,Samsung,3580.62,2365.81,2020-01-31,1
PRD00766,Accessories Item 766,Electronics,Accessories,Apple,73224.44,42112.54,2019-09-22,1
PRD00767,Kids Wear Item 767,Fashion,Kids Wear,Apple,7639.06,5563.29,2021-03-26,1
PRD00768,Smartphones Item 768,Electronics,Smartphones,Nestlé,27347.64,18140.75,2021-12-05,1
PRD00769,Nutrition Item 769,Sports & Fitness,Nutrition,Whirlpool,12214.83,6935.83,2019-01-16,1
PRD00770,Personal Care Item 770,Grocery,Personal Care,Sony,1862.13,911.59,2019-10-17,1
PRD00771,Decor Item 771,Home & Kitchen,Decor,IKEA,15707.65,10559.22,2022-12-26,1
PRD00772,Smartphones Item 772,Electronics,Smartphones,Prestige,15974.22,10762.78,2020-01-05,1
PRD00773,Accessories Item 773,Fashion,Accessories,Adidas,1364.39,963.54,2020-03-19,1
PRD00774,Appliances Item 774,Home & Kitchen,Appliances,Nestlé,2502.33,1577.53,2019-12-26,1
PRD00775,Cycling Item 775,Sports & Fitness,Cycling,Prestige,13681.01,8289.33,2022-03-31,1
PRD00776,Snacks Item 776,Grocery,Snacks,Prestige,266.98,130.99,2020-05-28,0
PRD00777,Personal Care Item 777,Grocery,Personal Care,LG,996.29,730.27,2022-01-21,1
PRD00778,Smartphones Item 778,Electronics,Smartphones,IKEA,47092.56,29707.98,2020-02-07,1
PRD00779,Cookware Item 779,Home & Kitchen,Cookware,Bata,12172.78,7878.63,2019-06-09,1
PRD00780,Sportswear Item 780,Sports & Fitness,Sportswear,Decathlon,8857.89,5872.26,2020-12-21,1
PRD00781,Dairy Item 781,Grocery,Dairy,LG,519.51,319.84,2022-03-23,1
PRD00782,Snacks Item 782,Grocery,Snacks,LG,1242.36,758.06,2021-05-23,0
PRD00783,Decor Item 783,Home & Kitchen,Decor,Bata,12828.16,7339.62,2022-02-22,1
PRD00784,Beverages Item 784,Grocery,Beverages,Decathlon,1004.36,698.53,2021-12-27,1
PRD00785,Laptops Item 785,Electronics,Laptops,Himalaya,16416.26,10635.23,2021-03-15,1
PRD00786,Tablets Item 786,Electronics,Tablets,Samsung,25546.62,18853.5,2019-04-03,1
PRD00787,Furniture Item 787,Home & Kitchen,Furniture,Puma,4309.18,2289.35,2021-11-13,1
PRD00788,Accessories Item 788,Electronics,Accessories,Titan,45420.88,23598.78,2019-11-03,0
PRD00789,Tablets Item 789,Electronics,Tablets,Whirlpool,32655.75,16334.09,2020-10-27,1
PRD00790,Snacks Item 790,Grocery,Snacks,Himalaya,469.23,345.44,2022-01-17,1
PRD00791,Kids Wear Item 791,Fashion,Kids Wear,Himalaya,6792.47,4762.65,2023-08-18,1
PRD00792,Decor Item 792,Home & Kitchen,Decor,Decathlon,15365.34,11273.38,2021-08-24,1
PRD00793,Outdoor Item 793,Sports & Fitness,Outdoor,Bata,6184.59,3712.83,2022-11-06,0
PRD00794,Accessories Item 794,Fashion,Accessories,Samsung,4572.48,2145.85,2019-12-21,1
PRD00795,Decor Item 795,Home & Kitchen,Decor,IKEA,27359.53,18795.06,2020-03-03,1
PRD00796,Furniture Item 796,Home & Kitchen,Furniture,Puma,9024.98,6496.5,2020-10-20,1
PRD00797,Appliances Item 797,Home & Kitchen,Appliances,Himalaya,7980.22,4730.54,2021-10-23,1
PRD00798,Tablets Item 798,Electronics,Tablets,Sony,55298.94,27440.36,2021-02-26,1
PRD00799,Storage Item 799,Home & Kitchen,Storage,Apple,12668.64,8344.16,2019-02-04,1
PRD00800,Laptops Item 800,Electronics,Laptops,Adidas,34039.76,19915.97,2023-12-18,1
